"Date","Parsha","Aliyah","Reading","Verses"
30-Nov-2013,"Miketz",4,"Genesis 41:53 - 42:18",23
30-Nov-2013,"Miketz",5,"Genesis 42:19 - 43:15",35
30-Nov-2013,"Miketz",6,"Genesis 43:16 - 43:29",14
30-Nov-2013,"Miketz",7,"Genesis 43:30 - 44:17",22
30-Nov-2013,"Miketz","maf","Numbers 7:24 - 7:35 (Shabbat Chanukah - Day 3)",
30-Nov-2013,"Miketz","Haftara","Zechariah 2:14-4:7 (Shabbat Chanukah)",

07-Dec-2013,"Vayigash",1,"Genesis 44:18 - 44:30",13
07-Dec-2013,"Vayigash",2,"Genesis 44:31 - 45:7",11
07-Dec-2013,"Vayigash",3,"Genesis 45:8 - 45:18",11
07-Dec-2013,"Vayigash",4,"Genesis 45:19 - 45:27",9
07-Dec-2013,"Vayigash",5,"Genesis 45:28 - 46:27",28
07-Dec-2013,"Vayigash",6,"Genesis 46:28 - 47:10",17
07-Dec-2013,"Vayigash",7,"Genesis 47:11 - 47:27",17
07-Dec-2013,"Vayigash","maf","Genesis 47:25 - 47:27",3
07-Dec-2013,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

14-Dec-2013,"Vayechi",1,"Genesis 47:28 - 48:9",13
14-Dec-2013,"Vayechi",2,"Genesis 48:10 - 48:16",7
14-Dec-2013,"Vayechi",3,"Genesis 48:17 - 48:22",6
14-Dec-2013,"Vayechi",4,"Genesis 49:1 - 49:18",18
14-Dec-2013,"Vayechi",5,"Genesis 49:19 - 49:26",8
14-Dec-2013,"Vayechi",6,"Genesis 49:27 - 50:20",27
14-Dec-2013,"Vayechi",7,"Genesis 50:21 - 50:26",6
14-Dec-2013,"Vayechi","maf","Genesis 50:23 - 50:26",4
14-Dec-2013,"Vayechi","Haftara","I Kings 2:1 - 2:12",

21-Dec-2013,"Shemot",1,"Exodus 1:1 - 1:17",17
21-Dec-2013,"Shemot",2,"Exodus 1:18 - 2:10",15
21-Dec-2013,"Shemot",3,"Exodus 2:11 - 2:25",15
21-Dec-2013,"Shemot",4,"Exodus 3:1 - 3:15",15
21-Dec-2013,"Shemot",5,"Exodus 3:16 - 4:17",24
21-Dec-2013,"Shemot",6,"Exodus 4:18 - 4:31",14
21-Dec-2013,"Shemot",7,"Exodus 5:1 - 6:1",24
21-Dec-2013,"Shemot","maf","Exodus 5:22 - 6:1",3
21-Dec-2013,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

28-Dec-2013,"Vaera",1,"Exodus 6:2 - 6:13",12
28-Dec-2013,"Vaera",2,"Exodus 6:14 - 6:28",15
28-Dec-2013,"Vaera",3,"Exodus 6:29 - 7:7",9
28-Dec-2013,"Vaera",4,"Exodus 7:8 - 8:6",28
28-Dec-2013,"Vaera",5,"Exodus 8:7 - 8:18",12
28-Dec-2013,"Vaera",6,"Exodus 8:19 - 9:16",26
28-Dec-2013,"Vaera",7,"Exodus 9:17 - 9:35",19
28-Dec-2013,"Vaera","maf","Exodus 9:33 - 9:35",3
28-Dec-2013,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

04-Jan-2014,"Bo",1,"Exodus 10:1 - 10:11",11
04-Jan-2014,"Bo",2,"Exodus 10:12 - 10:23",12
04-Jan-2014,"Bo",3,"Exodus 10:24 - 11:3",9
04-Jan-2014,"Bo",4,"Exodus 11:4 - 12:20",27
04-Jan-2014,"Bo",5,"Exodus 12:21 - 12:28",8
04-Jan-2014,"Bo",6,"Exodus 12:29 - 12:51",23
04-Jan-2014,"Bo",7,"Exodus 13:1 - 13:16",16
04-Jan-2014,"Bo","maf","Exodus 13:14 - 13:16",3
04-Jan-2014,"Bo","Haftara","Jeremiah 46:13 - 46:28",

11-Jan-2014,"Beshalach",1,"Exodus 13:17 - 14:8",14
11-Jan-2014,"Beshalach",2,"Exodus 14:9 - 14:14",6
11-Jan-2014,"Beshalach",3,"Exodus 14:15 - 14:25",11
11-Jan-2014,"Beshalach",4,"Exodus 14:26 - 15:26",32
11-Jan-2014,"Beshalach",5,"Exodus 15:27 - 16:10",11
11-Jan-2014,"Beshalach",6,"Exodus 16:11 - 16:36",26
11-Jan-2014,"Beshalach",7,"Exodus 17:1 - 17:16",16
11-Jan-2014,"Beshalach","maf","Exodus 17:14 - 17:16",3
11-Jan-2014,"Beshalach","Haftara","Judges 4:4 - 5:31",

18-Jan-2014,"Yitro",1,"Exodus 18:1 - 18:12",12
18-Jan-2014,"Yitro",2,"Exodus 18:13 - 18:23",11
18-Jan-2014,"Yitro",3,"Exodus 18:24 - 18:27",4
18-Jan-2014,"Yitro",4,"Exodus 19:1 - 19:6",6
18-Jan-2014,"Yitro",5,"Exodus 19:7 - 19:19",13
18-Jan-2014,"Yitro",6,"Exodus 19:20 - 20:14",20
18-Jan-2014,"Yitro",7,"Exodus 20:15 - 20:23",9
18-Jan-2014,"Yitro","maf","Exodus 20:19 - 20:23",5
18-Jan-2014,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

25-Jan-2014,"Mishpatim",1,"Exodus 21:1 - 21:19",19
25-Jan-2014,"Mishpatim",2,"Exodus 21:20 - 22:3",21
25-Jan-2014,"Mishpatim",3,"Exodus 22:4 - 22:26",23
25-Jan-2014,"Mishpatim",4,"Exodus 22:27 - 23:5",9
25-Jan-2014,"Mishpatim",5,"Exodus 23:6 - 23:19",14
25-Jan-2014,"Mishpatim",6,"Exodus 23:20 - 23:25",6
25-Jan-2014,"Mishpatim",7,"Exodus 23:26 - 24:18",26
25-Jan-2014,"Mishpatim","maf","Exodus 24:15 - 24:18",4
25-Jan-2014,"Mishpatim","Haftara","Jeremiah 34:8 - 34:22; 33:25 - 33:26",

01-Feb-2014,"Terumah",1,"Exodus 25:1 - 25:16",16
01-Feb-2014,"Terumah",2,"Exodus 25:17 - 25:30",14
01-Feb-2014,"Terumah",3,"Exodus 25:31 - 26:14",24
01-Feb-2014,"Terumah",4,"Exodus 26:15 - 26:30",16
01-Feb-2014,"Terumah",5,"Exodus 26:31 - 26:37",7
01-Feb-2014,"Terumah",6,"Exodus 27:1 - 27:8",8
01-Feb-2014,"Terumah",7,"Exodus 27:9 - 27:19",11
01-Feb-2014,"Terumah","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
01-Feb-2014,"Terumah","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

08-Feb-2014,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
08-Feb-2014,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
08-Feb-2014,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
08-Feb-2014,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
08-Feb-2014,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
08-Feb-2014,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
08-Feb-2014,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
08-Feb-2014,"Tetzaveh","maf","Exodus 30:8 - 30:10",3
08-Feb-2014,"Tetzaveh","Haftara","Ezekiel 43:10 - 43:27",

15-Feb-2014,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
15-Feb-2014,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
15-Feb-2014,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
15-Feb-2014,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
15-Feb-2014,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
15-Feb-2014,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
15-Feb-2014,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
15-Feb-2014,"Ki Tisa","maf","Exodus 34:33 - 34:35",3
15-Feb-2014,"Ki Tisa","Haftara","I Kings 18:1 - 18:39",

22-Feb-2014,"Vayakhel",1,"Exodus 35:1 - 35:20",20
22-Feb-2014,"Vayakhel",2,"Exodus 35:21 - 35:29",9
22-Feb-2014,"Vayakhel",3,"Exodus 35:30 - 36:7",13
22-Feb-2014,"Vayakhel",4,"Exodus 36:8 - 36:19",12
22-Feb-2014,"Vayakhel",5,"Exodus 36:20 - 37:16",35
22-Feb-2014,"Vayakhel",6,"Exodus 37:17 - 37:29",13
22-Feb-2014,"Vayakhel",7,"Exodus 38:1 - 38:20",20
22-Feb-2014,"Vayakhel","maf","Exodus 38:18 - 38:20",3
22-Feb-2014,"Vayakhel","Haftara","I Kings 7:40 - 7:50",

01-Mar-2014,"Pekudei",1,"Exodus 38:21 - 39:1",12
01-Mar-2014,"Pekudei",2,"Exodus 39:2 - 39:21",20
01-Mar-2014,"Pekudei",3,"Exodus 39:22 - 39:32",11
01-Mar-2014,"Pekudei",4,"Exodus 39:33 - 39:43",11
01-Mar-2014,"Pekudei",5,"Exodus 40:1 - 40:16",16
01-Mar-2014,"Pekudei",6,"Exodus 40:17 - 40:27",11
01-Mar-2014,"Pekudei",7,"Exodus 40:28 - 40:38",11
01-Mar-2014,"Pekudei","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
01-Mar-2014,"Pekudei","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

08-Mar-2014,"Vayikra",1,"Leviticus 1:1 - 1:13",13
08-Mar-2014,"Vayikra",2,"Leviticus 1:14 - 2:6",10
08-Mar-2014,"Vayikra",3,"Leviticus 2:7 - 2:16",10
08-Mar-2014,"Vayikra",4,"Leviticus 3:1 - 3:17",17
08-Mar-2014,"Vayikra",5,"Leviticus 4:1 - 4:26",26
08-Mar-2014,"Vayikra",6,"Leviticus 4:27 - 5:10",19
08-Mar-2014,"Vayikra",7,"Leviticus 5:11 - 5:26",16
08-Mar-2014,"Vayikra","maf","Leviticus 5:24 - 5:26",3
08-Mar-2014,"Vayikra","Haftara","Isaiah 43:21 - 44:23",

15-Mar-2014,"Tzav",1,"Leviticus 6:1 - 6:11",11
15-Mar-2014,"Tzav",2,"Leviticus 6:12 - 7:10",22
15-Mar-2014,"Tzav",3,"Leviticus 7:11 - 7:38",28
15-Mar-2014,"Tzav",4,"Leviticus 8:1 - 8:13",13
15-Mar-2014,"Tzav",5,"Leviticus 8:14 - 8:21",8
15-Mar-2014,"Tzav",6,"Leviticus 8:22 - 8:29",8
15-Mar-2014,"Tzav",7,"Leviticus 8:30 - 8:36",7
15-Mar-2014,"Tzav","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
15-Mar-2014,"Tzav","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

22-Mar-2014,"Shmini",1,"Leviticus 9:1 - 9:16",16
22-Mar-2014,"Shmini",2,"Leviticus 9:17 - 9:23",7
22-Mar-2014,"Shmini",3,"Leviticus 9:24 - 10:11",12
22-Mar-2014,"Shmini",4,"Leviticus 10:12 - 10:15",4
22-Mar-2014,"Shmini",5,"Leviticus 10:16 - 10:20",5
22-Mar-2014,"Shmini",6,"Leviticus 11:1 - 11:32",32
22-Mar-2014,"Shmini",7,"Leviticus 11:33 - 11:47",15
22-Mar-2014,"Shmini","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
22-Mar-2014,"Shmini","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

29-Mar-2014,"Tazria",1,"Leviticus 12:1 - 13:5",13
29-Mar-2014,"Tazria",2,"Leviticus 13:6 - 13:17",12
29-Mar-2014,"Tazria",3,"Leviticus 13:18 - 13:23",6
29-Mar-2014,"Tazria",4,"Leviticus 13:24 - 13:28",5
29-Mar-2014,"Tazria",5,"Leviticus 13:29 - 13:39",11
29-Mar-2014,"Tazria",6,"Leviticus 13:40 - 13:54",15
29-Mar-2014,"Tazria",7,"Leviticus 13:55 - 13:59",5
29-Mar-2014,"Tazria","maf","Exodus 12:1 - 12:20 (Shabbat HaChodesh)",
29-Mar-2014,"Tazria","Haftara","Ezekiel 45:16 - 46:18 (Shabbat HaChodesh)",

05-Apr-2014,"Metzora",1,"Leviticus 14:1 - 14:12",12
05-Apr-2014,"Metzora",2,"Leviticus 14:13 - 14:20",8
05-Apr-2014,"Metzora",3,"Leviticus 14:21 - 14:32",12
05-Apr-2014,"Metzora",4,"Leviticus 14:33 - 14:53",21
05-Apr-2014,"Metzora",5,"Leviticus 14:54 - 15:15",19
05-Apr-2014,"Metzora",6,"Leviticus 15:16 - 15:28",13
05-Apr-2014,"Metzora",7,"Leviticus 15:29 - 15:33",5
05-Apr-2014,"Metzora","maf","Leviticus 15:31 - 15:33",3
05-Apr-2014,"Metzora","Haftara","II Kings 7:3 - 7:20",

12-Apr-2014,"Achrei Mot",1,"Leviticus 16:1 - 16:17",17
12-Apr-2014,"Achrei Mot",2,"Leviticus 16:18 - 16:24",7
12-Apr-2014,"Achrei Mot",3,"Leviticus 16:25 - 16:34",10
12-Apr-2014,"Achrei Mot",4,"Leviticus 17:1 - 17:7",7
12-Apr-2014,"Achrei Mot",5,"Leviticus 17:8 - 18:5",14
12-Apr-2014,"Achrei Mot",6,"Leviticus 18:6 - 18:21",16
12-Apr-2014,"Achrei Mot",7,"Leviticus 18:22 - 18:30",9
12-Apr-2014,"Achrei Mot","maf","Leviticus 18:28 - 18:30",3
12-Apr-2014,"Achrei Mot","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

26-Apr-2014,"Kedoshim",1,"Leviticus 19:1 - 19:14",14
26-Apr-2014,"Kedoshim",2,"Leviticus 19:15 - 19:22",8
26-Apr-2014,"Kedoshim",3,"Leviticus 19:23 - 19:32",10
26-Apr-2014,"Kedoshim",4,"Leviticus 19:33 - 19:37",5
26-Apr-2014,"Kedoshim",5,"Leviticus 20:1 - 20:7",7
26-Apr-2014,"Kedoshim",6,"Leviticus 20:8 - 20:22",15
26-Apr-2014,"Kedoshim",7,"Leviticus 20:23 - 20:27",5
26-Apr-2014,"Kedoshim","maf","Leviticus 20:25 - 20:27",3
26-Apr-2014,"Kedoshim","Haftara","Amos 9:7 - 9:15",

03-May-2014,"Emor",1,"Leviticus 21:1 - 21:15",15
03-May-2014,"Emor",2,"Leviticus 21:16 - 22:16",25
03-May-2014,"Emor",3,"Leviticus 22:17 - 22:33",17
03-May-2014,"Emor",4,"Leviticus 23:1 - 23:22",22
03-May-2014,"Emor",5,"Leviticus 23:23 - 23:32",10
03-May-2014,"Emor",6,"Leviticus 23:33 - 23:44",12
03-May-2014,"Emor",7,"Leviticus 24:1 - 24:23",23
03-May-2014,"Emor","maf","Leviticus 24:21 - 24:23",3
03-May-2014,"Emor","Haftara","Ezekiel 44:15 - 44:31",

10-May-2014,"Behar",1,"Leviticus 25:1 - 25:13",13
10-May-2014,"Behar",2,"Leviticus 25:14 - 25:18",5
10-May-2014,"Behar",3,"Leviticus 25:19 - 25:24",6
10-May-2014,"Behar",4,"Leviticus 25:25 - 25:28",4
10-May-2014,"Behar",5,"Leviticus 25:29 - 25:38",10
10-May-2014,"Behar",6,"Leviticus 25:39 - 25:46",8
10-May-2014,"Behar",7,"Leviticus 25:47 - 26:2",11
10-May-2014,"Behar","maf","Leviticus 25:55 - 26:2",3
10-May-2014,"Behar","Haftara","Jeremiah 32:6 - 32:27",

17-May-2014,"Bechukotai",1,"Leviticus 26:3 - 26:5",3
17-May-2014,"Bechukotai",2,"Leviticus 26:6 - 26:9",4
17-May-2014,"Bechukotai",3,"Leviticus 26:10 - 26:46",37
17-May-2014,"Bechukotai",4,"Leviticus 27:1 - 27:15",15
17-May-2014,"Bechukotai",5,"Leviticus 27:16 - 27:21",6
17-May-2014,"Bechukotai",6,"Leviticus 27:22 - 27:28",7
17-May-2014,"Bechukotai",7,"Leviticus 27:29 - 27:34",6
17-May-2014,"Bechukotai","maf","Leviticus 27:32 - 27:34",3
17-May-2014,"Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

24-May-2014,"Bamidbar",1,"Numbers 1:1 - 1:19",19
24-May-2014,"Bamidbar",2,"Numbers 1:20 - 1:54",35
24-May-2014,"Bamidbar",3,"Numbers 2:1 - 2:34",34
24-May-2014,"Bamidbar",4,"Numbers 3:1 - 3:13",13
24-May-2014,"Bamidbar",5,"Numbers 3:14 - 3:39",26
24-May-2014,"Bamidbar",6,"Numbers 3:40 - 3:51",12
24-May-2014,"Bamidbar",7,"Numbers 4:1 - 4:20",20
24-May-2014,"Bamidbar","maf","Numbers 4:17 - 4:20",4
24-May-2014,"Bamidbar","Haftara","Hosea 2:1 - 2:22",

31-May-2014,"Nasso",1,"Numbers 4:21 - 4:37",17
31-May-2014,"Nasso",2,"Numbers 4:38 - 4:49",12
31-May-2014,"Nasso",3,"Numbers 5:1 - 5:10",10
31-May-2014,"Nasso",4,"Numbers 5:11 - 6:27",48
31-May-2014,"Nasso",5,"Numbers 7:1 - 7:41",41
31-May-2014,"Nasso",6,"Numbers 7:42 - 7:71",30
31-May-2014,"Nasso",7,"Numbers 7:72 - 7:89",18
31-May-2014,"Nasso","maf","Numbers 7:87 - 7:89",3
31-May-2014,"Nasso","Haftara","Judges 13:2 - 13:25",

07-Jun-2014,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
07-Jun-2014,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
07-Jun-2014,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
07-Jun-2014,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
07-Jun-2014,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
07-Jun-2014,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
07-Jun-2014,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
07-Jun-2014,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
07-Jun-2014,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

14-Jun-2014,"Sh'lach",1,"Numbers 13:1 - 13:20",20
14-Jun-2014,"Sh'lach",2,"Numbers 13:21 - 14:7",20
14-Jun-2014,"Sh'lach",3,"Numbers 14:8 - 14:25",18
14-Jun-2014,"Sh'lach",4,"Numbers 14:26 - 15:7",27
14-Jun-2014,"Sh'lach",5,"Numbers 15:8 - 15:16",9
14-Jun-2014,"Sh'lach",6,"Numbers 15:17 - 15:26",10
14-Jun-2014,"Sh'lach",7,"Numbers 15:27 - 15:41",15
14-Jun-2014,"Sh'lach","maf","Numbers 15:37 - 15:41",5
14-Jun-2014,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

21-Jun-2014,"Korach",1,"Numbers 16:1 - 16:13",13
21-Jun-2014,"Korach",2,"Numbers 16:14 - 16:19",6
21-Jun-2014,"Korach",3,"Numbers 16:20 - 17:8",24
21-Jun-2014,"Korach",4,"Numbers 17:9 - 17:15",7
21-Jun-2014,"Korach",5,"Numbers 17:16 - 17:24",9
21-Jun-2014,"Korach",6,"Numbers 17:25 - 18:20",24
21-Jun-2014,"Korach",7,"Numbers 18:21 - 18:32",12
21-Jun-2014,"Korach","maf","Numbers 18:30 - 18:32",3
21-Jun-2014,"Korach","Haftara","I Samuel 11:14 - 12:22",

28-Jun-2014,"Chukat",1,"Numbers 19:1 - 19:17",17
28-Jun-2014,"Chukat",2,"Numbers 19:18 - 20:6",11
28-Jun-2014,"Chukat",3,"Numbers 20:7 - 20:13",7
28-Jun-2014,"Chukat",4,"Numbers 20:14 - 20:21",8
28-Jun-2014,"Chukat",5,"Numbers 20:22 - 21:9",17
28-Jun-2014,"Chukat",6,"Numbers 21:10 - 21:20",11
28-Jun-2014,"Chukat",7,"Numbers 21:21 - 22:1",16
28-Jun-2014,"Chukat","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
28-Jun-2014,"Chukat","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

05-Jul-2014,"Balak",1,"Numbers 22:2 - 22:12",11
05-Jul-2014,"Balak",2,"Numbers 22:13 - 22:20",8
05-Jul-2014,"Balak",3,"Numbers 22:21 - 22:38",18
05-Jul-2014,"Balak",4,"Numbers 22:39 - 23:12",15
05-Jul-2014,"Balak",5,"Numbers 23:13 - 23:26",14
05-Jul-2014,"Balak",6,"Numbers 23:27 - 24:13",17
05-Jul-2014,"Balak",7,"Numbers 24:14 - 25:9",21
05-Jul-2014,"Balak","maf","Numbers 25:7 - 25:9",3
05-Jul-2014,"Balak","Haftara","Micah 5:6 - 6:8",

12-Jul-2014,"Pinchas",1,"Numbers 25:10 - 26:4",13
12-Jul-2014,"Pinchas",2,"Numbers 26:5 - 26:51",47
12-Jul-2014,"Pinchas",3,"Numbers 26:52 - 27:5",19
12-Jul-2014,"Pinchas",4,"Numbers 27:6 - 27:23",18
12-Jul-2014,"Pinchas",5,"Numbers 28:1 - 28:15",15
12-Jul-2014,"Pinchas",6,"Numbers 28:16 - 29:11",27
12-Jul-2014,"Pinchas",7,"Numbers 29:12 - 30:1",29
12-Jul-2014,"Pinchas","maf","Numbers 29:35 - 30:1",6
12-Jul-2014,"Pinchas","Haftara","I Kings 18:46 - 19:21",

19-Jul-2014,"Matot",1,"Numbers 30:2 - 30:17",16
19-Jul-2014,"Matot",2,"Numbers 31:1 - 31:12",12
19-Jul-2014,"Matot",3,"Numbers 31:13 - 31:24",12
19-Jul-2014,"Matot",4,"Numbers 31:25 - 31:41",17
19-Jul-2014,"Matot",5,"Numbers 31:42 - 31:54",13
19-Jul-2014,"Matot",6,"Numbers 32:1 - 32:19",19
19-Jul-2014,"Matot",7,"Numbers 32:20 - 32:42",23
19-Jul-2014,"Matot","maf","Numbers 32:39 - 32:42",4
19-Jul-2014,"Matot","Haftara","Jeremiah 1:1 - 2:3",

26-Jul-2014,"Masei",1,"Numbers 33:1 - 33:10",10
26-Jul-2014,"Masei",2,"Numbers 33:11 - 33:49",39
26-Jul-2014,"Masei",3,"Numbers 33:50 - 34:15",22
26-Jul-2014,"Masei",4,"Numbers 34:16 - 34:29",14
26-Jul-2014,"Masei",5,"Numbers 35:1 - 35:8",8
26-Jul-2014,"Masei",6,"Numbers 35:9 - 35:34",26
26-Jul-2014,"Masei",7,"Numbers 36:1 - 36:13",13
26-Jul-2014,"Masei","maf","Numbers 36:11 - 36:13",3
26-Jul-2014,"Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

02-Aug-2014,"Devarim",1,"Deuteronomy 1:1 - 1:11",11
02-Aug-2014,"Devarim",2,"Deuteronomy 1:12 - 1:21",10
02-Aug-2014,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
02-Aug-2014,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
02-Aug-2014,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
02-Aug-2014,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
02-Aug-2014,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
02-Aug-2014,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
02-Aug-2014,"Devarim","Haftara","Isaiah 1:1 - 1:27",

09-Aug-2014,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
09-Aug-2014,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
09-Aug-2014,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
09-Aug-2014,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
09-Aug-2014,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
09-Aug-2014,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
09-Aug-2014,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
09-Aug-2014,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
09-Aug-2014,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26",

16-Aug-2014,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
16-Aug-2014,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
16-Aug-2014,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
16-Aug-2014,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
16-Aug-2014,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
16-Aug-2014,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
16-Aug-2014,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
16-Aug-2014,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
16-Aug-2014,"Eikev","Haftara","Isaiah 49:14 - 51:3",

23-Aug-2014,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
23-Aug-2014,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
23-Aug-2014,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
23-Aug-2014,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
23-Aug-2014,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
23-Aug-2014,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
23-Aug-2014,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
23-Aug-2014,"Re'eh","maf","Deuteronomy 16:13 - 16:17",5
23-Aug-2014,"Re'eh","Haftara","Isaiah 54:11 - 55:5",

30-Aug-2014,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
30-Aug-2014,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
30-Aug-2014,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
30-Aug-2014,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
30-Aug-2014,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
30-Aug-2014,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
30-Aug-2014,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
30-Aug-2014,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
30-Aug-2014,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

06-Sep-2014,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
06-Sep-2014,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
06-Sep-2014,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
06-Sep-2014,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
06-Sep-2014,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
06-Sep-2014,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
06-Sep-2014,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
06-Sep-2014,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
06-Sep-2014,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

13-Sep-2014,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
13-Sep-2014,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
13-Sep-2014,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
13-Sep-2014,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
13-Sep-2014,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
13-Sep-2014,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
13-Sep-2014,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
13-Sep-2014,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
13-Sep-2014,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

20-Sep-2014,"Nitzavim-Vayeilech",1,"Deuteronomy 29:9 - 29:28",20
20-Sep-2014,"Nitzavim-Vayeilech",2,"Deuteronomy 30:1 - 30:6",6
20-Sep-2014,"Nitzavim-Vayeilech",3,"Deuteronomy 30:7 - 30:14",8
20-Sep-2014,"Nitzavim-Vayeilech",4,"Deuteronomy 30:15 - 31:6",12
20-Sep-2014,"Nitzavim-Vayeilech",5,"Deuteronomy 31:7 - 31:13",7
20-Sep-2014,"Nitzavim-Vayeilech",6,"Deuteronomy 31:14 - 31:19",6
